customer_id,usemonth,count
GD375940,2018-08,8
GD375940,2018-09,9
GD375940,2018-10,9
GD375940,2018-11,8
GD375940,2018-12,6
GD375940,2019-01,8
GD375940,2019-02,8
GD375940,2019-03,8
GD376049,2018-04,8
GD376049,2018-05,9
GD376049,2018-06,7
GD376049,2018-07,7
GD376049,2018-08,11
GD376049,2018-09,8
GD376049,2018-10,3
GD376049,2018-11,7
GD376049,2018-12,8
GD376049,2019-01,7
GD376049,2019-02,4
GD376049,2019-03,4
GD378149,2018-04,11
GD378149,2018-05,8
GD378149,2018-06,3
GD378149,2018-07,3
GD378149,2018-08,2
GD378149,2018-09,5
GD381952,2018-04,7
GD381952,2018-05,5
GD381952,2018-06,7
GD381952,2018-07,4
GD381952,2018-08,7
GD381952,2018-09,8
GD381952,2018-10,6
GD381952,2018-11,5
GD381952,2018-12,7
GD381952,2019-01,6
GD381952,2019-02,4
GD381952,2019-03,5
GD382390,2018-04,4
GD382390,2018-05,7
GD382390,2018-06,7
GD382390,2018-07,2
GD382390,2018-08,4
GD382390,2018-09,5
GD382390,2018-10,2
GD382390,2018-11,6
GD382390,2018-12,3
GD382390,2019-01,4
GD385195,2018-07,6
GD385195,2018-08,8
GD385195,2018-09,7
GD385195,2018-10,10
GD385195,2018-11,9
GD385195,2018-12,7
GD385195,2019-01,6
GD385195,2019-02,8
GD385195,2019-03,7
GD387236,2018-04,6
GD387236,2018-05,6
GD387236,2018-06,5
GD387236,2018-07,4
GD387236,2018-08,3
GD387236,2018-09,3
GD387236,2018-10,6
GD387236,2018-11,6
GD387236,2018-12,6
GD387236,2019-01,2
GD387236,2019-02,6
GD387236,2019-03,5
GD390022,2019-03,8
GD390290,2018-04,11
GD390290,2018-05,4
GD390290,2018-06,2
GD390442,2018-04,1
GD390442,2018-05,3
GD390442,2018-06,7
GD390442,2018-07,4
GD390442,2018-08,4
GD390442,2018-09,4
GD390442,2018-10,2
GD394435,2018-04,5
GD394435,2018-05,7
GD394435,2018-06,8
GD394435,2018-07,7
GD394435,2018-08,5
GD394435,2018-09,5
GD394435,2018-10,4
GD394435,2018-11,3
GD394435,2018-12,6
GD394435,2019-01,7
GD394435,2019-02,6
GD394435,2019-03,5
GD398206,2018-04,7
GD398206,2018-05,6
GD398206,2018-06,8
GD398206,2018-07,10
GD398206,2018-08,8
GD398206,2018-09,8
GD398206,2018-10,8
GD398206,2018-11,7
GD398206,2018-12,7
GD398206,2019-01,5
GD398206,2019-02,3
GD398206,2019-03,7
GD398654,2018-07,11
GD398654,2018-08,7
GD398654,2018-09,5
GD398654,2018-10,3
GD398654,2018-11,2
GD398654,2018-12,3
GD398654,2019-01,2
GD398654,2019-02,2
GD401034,2018-04,4
GD401034,2018-05,4
GD401034,2018-06,5
GD401034,2018-07,5
GD401034,2018-08,6
GD401034,2018-09,3
GD401034,2018-10,5
GD401034,2018-11,5
GD401034,2018-12,4
GD401034,2019-01,4
GD401034,2019-02,4
GD401034,2019-03,4
GD401728,2018-04,8
GD401728,2018-05,7
GD401728,2018-06,7
GD401728,2018-07,8
GD401728,2018-08,10
GD401728,2018-09,4
GD401728,2018-10,6
GD401728,2018-11,7
GD401728,2018-12,6
GD401728,2019-01,5
GD401728,2019-02,7
GD401728,2019-03,5
GD406715,2018-04,7
GD406715,2018-05,5
GD406715,2018-06,4
GD406715,2018-07,5
GD406715,2018-08,7
GD406715,2018-09,5
GD406715,2018-10,7
GD406715,2018-11,6
GD406715,2018-12,4
GD406715,2019-01,3
GD406715,2019-02,7
GD406715,2019-03,5
GD408230,2018-04,10
GD408230,2018-05,6
GD408230,2018-06,8
GD408230,2018-07,6
GD408230,2018-08,8
GD408230,2018-09,6
GD408230,2018-10,7
GD408230,2018-11,6
GD408230,2018-12,7
GD408230,2019-01,7
GD408230,2019-02,4
GD408230,2019-03,5
GD411680,2018-04,5
GD411680,2018-05,5
GD411680,2018-06,4
GD411680,2018-07,7
GD411680,2018-08,6
GD411680,2018-09,7
GD411680,2018-10,5
GD411680,2018-11,9
GD411680,2018-12,6
GD411680,2019-01,6
GD411680,2019-02,7
GD411680,2019-03,5
GD413362,2018-04,7
GD413362,2018-05,2
GD413362,2018-06,6
GD413362,2018-07,5
GD413362,2018-08,6
GD413362,2018-09,6
GD413362,2018-10,6
GD413362,2018-11,3
GD413362,2018-12,6
GD413362,2019-01,6
GD413362,2019-02,2
GD413362,2019-03,5
GD415795,2018-08,6
GD415795,2018-09,8
GD415795,2018-10,8
GD415795,2018-11,9
GD415795,2018-12,9
GD415795,2019-01,8
GD415795,2019-02,6
GD415795,2019-03,6
GD418230,2018-04,8
GD418230,2018-05,4
GD418230,2018-06,3
GD418230,2018-07,6
GD418230,2018-08,3
GD418230,2018-09,5
GD418230,2018-10,4
GD418230,2018-11,6
GD418230,2018-12,4
GD418230,2019-01,3
GD418230,2019-02,5
GD418230,2019-03,3
GD420163,2018-04,1
GD420163,2018-05,2
GD428351,2018-04,3
GD428351,2018-05,4
GD428351,2018-06,5
GD428351,2018-07,4
GD428351,2018-08,6
GD428351,2018-09,4
GD428351,2018-10,6
GD428351,2018-11,4
GD428351,2018-12,5
GD428351,2019-01,5
GD428351,2019-02,5
GD428351,2019-03,5
GD434239,2018-04,4
GD434239,2018-05,3
GD434239,2018-06,3
GD437531,2018-04,3
GD437531,2018-05,4
GD437531,2018-06,6
GD437531,2018-07,3
GD437531,2018-08,5
GD437531,2018-09,1
GD437531,2018-10,2
GD437531,2018-11,7
GD437531,2018-12,7
GD437531,2019-01,5
GD437531,2019-02,4
GD437531,2019-03,6
GD438627,2018-04,8
GD438627,2018-05,5
GD438627,2018-06,7
GD438627,2018-07,3
GD438627,2018-08,8
GD438627,2018-09,6
GD438627,2018-10,6
GD438627,2018-11,2
GD438627,2018-12,4
GD438627,2019-01,4
GD438627,2019-02,6
GD438627,2019-03,6
GD439332,2018-04,4
GD439332,2018-05,4
GD439332,2018-06,7
GD439332,2018-07,9
GD439332,2018-08,4
GD439332,2018-09,6
GD439332,2018-10,7
GD439332,2018-11,4
GD439332,2018-12,7
GD439332,2019-01,5
GD439332,2019-02,6
GD439332,2019-03,5
GD440817,2018-12,9
GD440817,2019-01,9
GD440817,2019-02,8
GD440817,2019-03,8
GD452640,2018-04,8
GD452640,2018-05,7
GD452640,2018-06,8
GD452640,2018-07,6
GD452640,2018-08,6
GD452640,2018-09,4
GD452640,2018-10,7
GD452640,2018-11,6
GD452640,2018-12,7
GD452640,2019-01,5
GD452640,2019-02,5
GD452640,2019-03,7
GD454723,2018-04,2
GD454723,2018-05,5
GD455671,2018-04,5
GD455671,2018-05,3
GD455671,2018-06,5
GD455671,2018-07,3
GD455671,2018-08,7
GD455671,2018-09,6
GD455671,2018-10,4
GD455671,2018-11,5
GD455671,2018-12,1
GD455671,2019-01,4
GD455671,2019-02,2
GD455671,2019-03,6
GD459084,2018-06,9
GD459084,2018-07,10
GD459084,2018-08,7
GD459084,2018-09,9
GD459084,2018-10,8
GD459084,2018-11,7
GD459084,2018-12,7
GD459084,2019-01,5
GD459084,2019-02,8
GD459084,2019-03,8
GD459648,2018-04,9
GD459648,2018-05,3
GD459648,2018-06,6
GD459648,2018-07,6
GD459648,2018-08,6
GD459648,2018-09,6
GD459648,2018-10,5
GD459648,2018-11,6
GD459648,2018-12,8
GD459648,2019-01,5
GD459648,2019-02,5
GD459648,2019-03,6
GD460554,2018-07,7
GD460554,2018-08,7
GD460554,2018-09,7
GD460554,2018-10,4
GD460554,2018-11,2
GD460554,2018-12,3
GD460554,2019-01,2
GD460851,2019-02,7
GD460851,2019-03,6
GD462507,2018-05,10
GD462507,2018-06,8
GD462507,2018-07,6
GD462507,2018-08,5
GD462507,2018-09,4
GD462507,2018-10,3
GD462507,2018-11,6
GD462529,2018-07,7
GD462529,2018-08,5
GD462529,2018-09,2
GD462529,2018-10,1
GD462529,2018-11,3
GD462529,2018-12,6
GD462611,2018-04,4
GD462611,2018-05,4
GD462611,2018-06,2
GD462611,2018-07,5
GD462611,2018-08,3
GD462611,2018-09,3
GD462611,2018-10,3
GD470986,2018-04,3
GD470986,2018-05,4
GD470986,2018-06,5
GD470986,2018-07,4
GD470986,2018-08,5
GD470986,2018-09,5
GD470986,2018-10,1
GD470986,2018-11,5
GD470986,2018-12,6
GD470986,2019-01,4
GD470986,2019-02,2
GD470986,2019-03,5
GD471767,2018-04,8
GD471767,2018-05,5
GD471767,2018-06,5
GD471767,2018-07,7
GD471767,2018-08,4
GD471767,2018-09,5
GD471767,2018-10,9
GD471767,2018-11,10
GD471767,2018-12,8
GD471767,2019-01,5
GD471767,2019-02,5
GD471767,2019-03,5
GD475433,2018-04,9
GD475433,2018-05,9
GD475433,2018-06,3
GD475433,2018-07,2
GD475433,2018-08,5
GD475433,2018-09,3
GD475433,2018-10,3
GD477802,2018-04,8
GD477802,2018-05,9
GD477802,2018-06,8
GD477802,2018-07,9
GD477802,2018-08,7
GD477802,2018-09,10
GD477802,2018-10,7
GD477802,2018-11,6
GD477802,2018-12,9
GD477802,2019-01,7
GD477802,2019-02,7
GD477802,2019-03,7
GD479069,2018-04,6
GD479069,2018-05,5
GD479069,2018-06,4
GD479069,2018-07,6
GD479069,2018-08,5
GD479069,2018-09,5
GD479069,2018-10,3
GD479069,2018-11,4
GD479069,2018-12,6
GD479069,2019-01,1
GD479069,2019-02,4
GD479069,2019-03,3
GD479253,2018-04,8
GD479253,2018-05,6
GD479253,2018-06,4
GD479253,2018-07,3
GD479253,2018-08,1
GD479253,2018-09,1
GD479253,2018-10,4
GD479253,2018-11,3
GD479253,2018-12,1
GD479679,2018-04,3
GD479679,2018-05,5
GD479679,2018-06,5
GD479679,2018-07,6
GD479679,2018-08,3
GD479679,2018-09,4
GD479679,2018-10,2
GD479679,2018-11,9
GD479679,2018-12,5
GD479679,2019-01,3
GD479679,2019-02,3
GD479679,2019-03,4
GD484864,2018-04,8
GD484864,2018-05,4
GD484864,2018-06,4
GD484864,2018-07,5
GD484864,2018-08,6
GD484864,2018-09,8
GD484864,2018-10,6
GD484864,2018-11,8
GD484864,2018-12,4
GD484864,2019-01,5
GD484864,2019-02,4
GD484864,2019-03,4
GD485258,2018-10,7
GD485258,2018-11,8
GD485258,2018-12,7
GD485258,2019-01,8
GD485258,2019-02,8
GD485258,2019-03,11
GD485275,2019-03,11
GD486468,2019-02,7
GD486468,2019-03,7
GD488064,2018-12,8
GD488064,2019-01,6
GD488064,2019-02,8
GD488064,2019-03,8
GD489148,2018-04,5
GD489148,2018-05,7
GD489148,2018-06,5
GD489148,2018-07,3
GD489148,2018-08,4
GD489148,2018-09,4
GD489148,2018-10,5
GD489148,2018-11,3
GD489148,2018-12,2
GD489148,2019-01,5
GD489148,2019-02,6
GD489148,2019-03,6
GD489324,2019-01,8
GD489324,2019-02,6
GD489324,2019-03,7
GD489678,2018-04,5
GD489678,2018-05,5
GD489678,2018-06,2
GD489678,2018-07,7
GD489678,2018-08,3
GD489678,2018-09,5
GD489678,2018-10,4
GD489678,2018-11,5
GD489678,2018-12,9
GD489678,2019-01,4
GD489678,2019-02,4
GD489678,2019-03,4
GD492710,2018-04,6
GD492710,2018-05,10
GD492710,2018-06,5
GD492710,2018-07,6
GD492710,2018-08,7
GD492710,2018-09,8
GD492710,2018-10,5
GD492710,2018-11,6
GD492710,2018-12,5
GD492710,2019-01,7
GD492710,2019-02,5
GD492710,2019-03,5
GD513608,2018-04,9
GD513608,2018-05,1
GD516585,2018-04,5
GD516585,2018-05,8
GD516585,2018-06,6
GD516585,2018-07,7
GD516585,2018-08,6
GD516585,2018-09,5
GD516585,2018-10,7
GD516585,2018-11,6
GD516585,2018-12,6
GD516585,2019-01,5
GD516585,2019-02,5
GD516585,2019-03,5
GD518115,2018-04,6
GD518115,2018-05,5
GD518115,2018-06,8
GD518115,2018-07,5
GD518115,2018-08,5
GD518115,2018-09,8
GD518115,2018-10,6
GD518115,2018-11,8
GD518115,2018-12,7
GD518115,2019-01,5
GD518115,2019-02,7
GD518115,2019-03,6
GD518514,2018-10,10
GD518514,2018-11,10
GD518514,2018-12,6
GD518514,2019-01,4
GD518514,2019-02,11
GD518514,2019-03,6
GD519151,2018-11,9
GD519151,2018-12,8
GD519151,2019-01,10
GD519151,2019-02,9
GD519151,2019-03,7
GD521924,2018-08,10
GD521924,2018-09,1
GD521924,2018-10,1
GD523289,2018-05,8
GD523289,2018-06,5
GD523289,2018-07,7
GD523289,2018-08,3
GD523289,2018-09,4
GD523289,2018-10,2
GD523289,2018-11,2
GD523289,2018-12,2
GD531348,2018-04,11
GD531348,2018-05,4
GD531348,2018-06,8
GD531348,2018-07,7
GD531348,2018-08,6
GD531348,2018-09,7
GD531348,2018-10,5
GD531348,2018-11,9
GD531348,2018-12,7
GD531348,2019-01,5
GD531348,2019-02,5
GD531348,2019-03,5
GD531554,2018-04,4
GD531554,2018-05,4
GD531554,2018-06,3
GD531554,2018-07,2
GD531554,2018-08,4
GD531554,2018-09,5
GD531554,2018-10,4
GD531554,2018-11,4
GD531554,2018-12,3
GD531554,2019-01,4
GD531554,2019-02,4
GD531554,2019-03,4
GD535028,2018-09,11
GD535028,2018-10,10
GD535028,2018-11,6
GD535028,2018-12,5
GD535028,2019-01,10
GD535028,2019-02,8
GD535028,2019-03,9
GD536257,2018-04,4
GD536257,2018-05,1
GD536257,2018-06,2
GD537137,2018-04,7
GD537137,2018-05,3
GD537137,2018-06,3
GD537137,2018-07,5
GD537137,2018-08,5
GD537137,2018-09,4
GD537137,2018-10,2
GD537137,2018-11,6
GD537137,2018-12,4
GD537137,2019-01,4
GD537137,2019-02,4
GD537137,2019-03,6
GD537233,2018-04,8
GD537233,2018-05,4
GD537233,2018-06,2
GD537233,2018-07,4
GD537233,2018-08,6
GD537233,2018-09,6
GD537233,2018-10,4
GD537233,2018-11,3
GD537233,2018-12,5
GD537233,2019-01,6
GD537233,2019-02,6
GD537233,2019-03,7
GD546088,2019-02,7
GD546088,2019-03,7
GD547144,2018-05,8
GD547144,2018-06,5
GD547144,2018-07,2
GD547144,2018-08,1
GD547144,2018-09,4
GD555235,2018-04,4
GD555235,2018-05,3
GD555235,2018-06,6
GD555235,2018-07,7
GD555235,2018-08,5
GD555235,2018-09,5
GD555235,2018-10,5
GD555235,2018-11,3
GD555235,2018-12,1
GD555235,2019-01,4
GD555235,2019-02,6
GD555235,2019-03,3
GD557151,2018-10,6
GD557151,2018-11,5
GD557151,2018-12,5
GD557151,2019-01,1
GD558480,2018-04,4
GD559311,2018-12,10
GD559311,2019-01,7
GD559311,2019-02,5
GD559311,2019-03,10
GD563129,2018-04,5
GD563129,2018-05,11
GD563129,2018-06,7
GD563129,2018-07,7
GD563129,2018-08,6
GD563129,2018-09,4
GD563129,2018-10,4
GD563129,2018-11,8
GD563129,2018-12,3
GD563129,2019-01,6
GD563129,2019-02,8
GD563129,2019-03,7
GD563242,2018-04,13
GD563242,2018-05,10
GD563242,2018-06,8
GD563242,2018-07,9
GD563242,2018-08,11
GD563242,2018-09,7
GD563242,2018-10,4
GD563242,2018-11,4
GD563242,2018-12,8
GD563242,2019-01,6
GD563242,2019-02,7
GD563242,2019-03,8
GD573130,2018-04,1
GD573130,2018-05,1
GD573644,2019-02,10
GD573644,2019-03,8
GD574013,2018-04,6
GD574013,2018-05,6
GD574013,2018-06,3
GD574013,2018-07,6
GD574013,2018-08,7
GD574013,2018-09,7
GD574013,2018-10,7
GD574013,2018-11,6
GD574013,2018-12,6
GD574013,2019-01,6
GD574013,2019-02,3
GD574013,2019-03,4
GD574177,2018-04,7
GD574177,2018-05,7
GD574177,2018-06,9
GD574177,2018-07,7
GD574177,2018-08,7
GD574177,2018-09,5
GD574177,2018-10,7
GD574177,2018-11,4
GD574177,2018-12,8
GD574177,2019-01,5
GD574177,2019-02,6
GD574177,2019-03,4
GD574697,2018-04,3
GD574697,2018-05,2
GD574697,2018-06,2
GD574697,2018-07,1
GD574697,2018-08,2
GD574867,2018-04,7
GD574867,2018-05,7
GD574867,2018-06,4
GD574867,2018-07,7
GD574867,2018-08,7
GD574867,2018-09,4
GD574867,2018-10,5
GD574867,2018-11,5
GD574867,2018-12,6
GD574867,2019-01,3
GD574867,2019-02,6
GD574867,2019-03,3
GD574913,2018-04,4
GD574913,2018-05,2
GD574913,2018-06,5
GD574913,2018-07,3
GD574913,2018-08,3
GD574913,2018-09,1
GD575423,2018-04,9
GD575423,2018-05,6
GD575423,2018-06,8
GD575423,2018-07,10
GD575423,2018-08,7
GD575423,2018-09,4
GD575423,2018-10,7
GD575423,2018-11,6
GD575423,2018-12,7
GD575423,2019-01,8
GD575423,2019-02,8
GD575423,2019-03,4
GD582469,2018-04,7
GD582469,2018-05,3
GD582469,2018-06,4
GD582469,2018-07,3
GD582469,2018-08,7
GD582469,2018-09,1
GD582469,2018-10,6
GD582469,2018-11,6
GD582469,2018-12,4
GD582469,2019-01,4
GD582469,2019-02,4
GD582469,2019-03,4
GD585679,2018-04,6
GD585679,2018-05,8
GD585679,2018-06,7
GD585679,2018-07,8
GD585679,2018-08,3
GD585679,2018-09,6
GD585679,2018-10,8
GD585679,2018-11,7
GD585679,2018-12,8
GD585679,2019-01,5
GD585679,2019-02,5
GD585679,2019-03,5
GD587474,2018-04,8
GD587474,2018-05,5
GD587474,2018-06,5
GD587474,2018-07,2
GD589615,2018-04,5
GD589615,2018-05,4
GD589615,2018-06,5
GD589615,2018-07,7
GD589615,2018-08,5
GD589615,2018-09,5
GD589615,2018-10,5
GD589615,2018-11,5
GD589615,2018-12,6
GD589615,2019-01,4
GD589615,2019-02,4
GD589615,2019-03,6
GD594854,2018-05,10
GD594854,2018-06,7
GD594854,2018-07,8
GD594854,2018-08,6
GD594854,2018-09,9
GD594854,2018-10,7
GD594854,2018-11,11
GD594854,2018-12,9
GD594854,2019-01,7
GD594854,2019-02,6
GD594854,2019-03,8
GD595676,2018-05,8
GD595676,2018-06,5
GD595676,2018-07,2
GD595676,2018-08,1
GD595676,2018-09,2
GD598089,2018-04,4
GD598089,2018-05,5
GD598089,2018-06,3
GD598089,2018-07,7
GD598089,2018-08,8
GD598089,2018-09,5
GD598089,2018-10,2
GD598089,2018-11,3
GD598089,2018-12,5
GD598089,2019-01,6
GD598089,2019-02,4
GD598089,2019-03,3
GD600460,2018-04,1
GD600747,2018-12,8
GD600747,2019-01,9
GD600747,2019-02,6
GD600747,2019-03,10
GD607294,2018-07,5
GD607294,2018-08,6
GD607294,2018-09,11
GD607294,2018-10,8
GD607294,2018-11,9
GD607294,2018-12,5
GD607294,2019-01,6
GD607294,2019-02,7
GD607294,2019-03,10
GD608468,2018-08,9
GD608468,2018-09,10
GD608468,2018-10,9
GD608468,2018-11,9
GD608468,2018-12,7
GD608468,2019-01,5
GD608468,2019-02,7
GD608468,2019-03,10
GD608565,2018-05,8
GD608565,2018-06,7
GD608565,2018-07,4
GD608565,2018-08,6
GD608565,2018-09,1
GD608565,2018-10,2
GD609501,2019-01,10
GD609501,2019-02,10
GD609501,2019-03,7
GD614242,2018-04,6
GD614242,2018-05,4
GD614242,2018-06,4
GD614242,2018-07,1
GD615902,2018-04,6
GD615902,2018-05,8
GD615902,2018-06,8
GD615902,2018-07,7
GD615902,2018-08,7
GD615902,2018-09,4
GD615902,2018-10,4
GD615902,2018-11,6
GD615902,2018-12,6
GD615902,2019-01,4
GD615902,2019-02,4
GD615902,2019-03,5
GD619319,2018-04,8
GD619319,2018-05,7
GD619319,2018-06,9
GD619319,2018-07,8
GD619319,2018-08,10
GD619319,2018-09,7
GD619319,2018-10,11
GD619319,2018-11,6
GD619319,2018-12,11
GD619319,2019-01,9
GD619319,2019-02,6
GD619319,2019-03,8
GD620721,2018-04,5
GD620721,2018-05,6
GD620721,2018-06,7
GD620721,2018-07,3
GD620721,2018-08,1
GD620721,2018-09,5
GD620721,2018-10,6
GD620721,2018-11,1
GD620721,2018-12,3
GD620721,2019-01,1
GD620805,2018-04,6
GD620805,2018-05,5
GD620805,2018-06,4
GD620805,2018-07,4
GD620805,2018-08,6
GD620805,2018-09,7
GD620805,2018-10,7
GD620805,2018-11,5
GD620805,2018-12,4
GD620805,2019-01,5
GD620805,2019-02,7
GD620805,2019-03,3
GD622254,2018-04,5
GD622254,2018-05,5
GD622254,2018-06,8
GD622254,2018-07,6
GD622254,2018-08,5
GD622254,2018-09,7
GD622254,2018-10,8
GD622254,2018-11,6
GD622254,2018-12,5
GD622254,2019-01,6
GD622254,2019-02,6
GD622254,2019-03,8
GD623309,2018-04,7
GD623309,2018-05,4
GD623309,2018-06,4
GD623309,2018-07,2
GD623309,2018-08,2
GD623309,2018-09,1
GD623309,2018-10,3
GD624477,2018-04,3
GD624477,2018-05,2
GD624477,2018-06,3
GD624477,2018-07,1
GD624477,2018-08,2
GD624539,2019-01,11
GD624539,2019-02,6
GD624539,2019-03,9
GD625169,2019-03,8
GD626486,2018-10,5
GD626486,2018-11,10
GD626486,2018-12,7
GD626486,2019-01,8
GD626486,2019-02,8
GD626486,2019-03,9
GD628310,2018-04,7
GD628310,2018-05,5
GD628310,2018-06,5
GD628310,2018-07,7
GD628310,2018-08,6
GD628310,2018-09,8
GD628310,2018-10,5
GD628310,2018-11,6
GD628310,2018-12,5
GD628310,2019-01,4
GD628310,2019-02,7
GD628310,2019-03,6
GD629291,2018-07,10
GD629291,2018-08,8
GD629291,2018-09,9
GD629291,2018-10,8
GD629291,2018-11,10
GD629291,2018-12,8
GD629291,2019-01,7
GD629291,2019-02,6
GD629291,2019-03,9
GD631254,2018-04,6
GD631254,2018-05,2
GD631254,2018-06,5
GD631254,2018-07,6
GD631254,2018-08,7
GD631254,2018-09,6
GD631254,2018-10,8
GD631254,2018-11,2
GD631254,2018-12,7
GD631254,2019-01,5
GD631254,2019-02,4
GD631254,2019-03,3
GD635322,2018-04,5
GD635322,2018-05,6
GD635322,2018-06,4
GD635322,2018-07,4
GD635322,2018-08,6
GD635322,2018-09,3
GD635322,2018-10,6
GD635322,2018-11,5
GD635322,2018-12,4
GD635322,2019-01,3
GD635322,2019-02,3
GD635322,2019-03,5
GD635509,2018-04,6
GD635509,2018-05,4
GD635509,2018-06,3
GD635509,2018-07,5
GD635509,2018-08,6
GD635509,2018-09,5
GD635509,2018-10,8
GD635509,2018-11,3
GD635509,2018-12,5
GD635509,2019-01,6
GD635509,2019-02,5
GD635509,2019-03,3
GD637785,2018-12,9
GD637785,2019-01,10
GD637785,2019-02,10
GD637785,2019-03,9
GD638385,2018-04,3
GD638385,2018-05,2
GD639016,2018-04,3
GD639016,2018-05,6
GD639016,2018-06,6
GD639016,2018-07,6
GD639016,2018-08,5
GD639016,2018-09,5
GD639016,2018-10,4
GD639016,2018-11,5
GD639016,2018-12,6
GD639016,2019-01,3
GD639016,2019-02,4
GD639016,2019-03,3
GD639344,2018-04,2
GD639344,2018-05,5
GD639344,2018-06,5
GD639344,2018-07,2
GD639344,2018-08,3
GD639344,2018-09,3
GD639344,2018-10,5
GD639344,2018-11,5
GD639344,2018-12,2
GD639344,2019-01,5
GD639344,2019-02,5
GD639344,2019-03,4
GD639619,2018-04,9
GD639619,2018-05,6
GD639619,2018-06,4
GD640316,2018-04,3
GD640316,2018-05,1
GD646501,2018-04,10
GD646501,2018-05,5
GD646501,2018-06,6
GD646501,2018-07,5
GD646501,2018-08,4
GD646501,2018-09,4
GD646501,2018-10,2
GD646501,2018-11,2
GD646501,2018-12,1
GD648354,2018-04,6
GD648354,2018-05,7
GD648354,2018-06,3
GD648354,2018-07,5
GD648354,2018-08,4
GD648354,2018-09,8
GD648354,2018-10,5
GD648354,2018-11,8
GD648354,2018-12,4
GD648354,2019-01,2
GD648354,2019-02,4
GD648354,2019-03,5
GD648698,2018-10,7
GD648698,2018-11,8
GD648698,2018-12,9
GD648698,2019-01,7
GD648698,2019-02,7
GD648698,2019-03,11
GD649455,2018-04,6
GD649455,2018-05,3
GD649455,2018-06,4
GD649455,2018-07,4
GD649455,2018-08,4
GD649455,2018-09,6
GD649455,2018-10,4
GD649455,2018-11,5
GD649455,2018-12,7
GD649455,2019-01,8
GD649455,2019-02,5
GD649455,2019-03,4
GD651678,2018-12,13
GD651678,2019-01,7
GD651678,2019-02,9
GD651678,2019-03,8
GD653579,2019-01,8
GD653579,2019-02,9
GD653579,2019-03,9
GD655061,2018-04,1
GD655061,2018-05,5
GD655061,2018-06,6
GD655061,2018-07,4
GD655061,2018-08,7
GD655061,2018-09,2
GD655061,2018-10,2
GD655061,2018-11,3
GD655061,2018-12,6
GD655061,2019-01,3
GD655061,2019-02,5
GD655061,2019-03,6
GD659982,2018-06,10
GD659982,2018-07,8
GD659982,2018-08,7
GD659982,2018-09,5
GD659982,2018-10,9
GD659982,2018-11,7
GD659982,2018-12,10
GD659982,2019-01,9
GD659982,2019-02,7
GD659982,2019-03,6
GD665518,2018-04,7
GD665518,2018-05,2
GD665518,2018-06,5
GD665518,2018-07,7
GD665518,2018-08,4
GD665518,2018-09,6
GD665518,2018-10,4
GD665518,2018-11,5
GD665518,2018-12,4
GD665518,2019-01,3
GD665518,2019-02,8
GD665518,2019-03,5
GD670693,2018-04,6
GD670693,2018-05,5
GD670693,2018-06,5
GD670693,2018-07,4
GD670693,2018-08,3
GD670693,2018-09,6
GD670693,2018-10,3
GD670693,2018-11,7
GD670693,2018-12,7
GD670693,2019-01,3
GD670693,2019-02,5
GD670693,2019-03,5
GD671138,2018-04,2
GD671138,2018-05,3
GD671138,2018-06,4
GD671138,2018-07,1
GD671138,2018-08,1
GD672003,2018-04,6
GD672003,2018-05,6
GD672003,2018-06,7
GD672003,2018-07,6
GD672003,2018-08,4
GD672003,2018-09,3
GD672003,2018-10,7
GD672003,2018-11,7
GD672003,2018-12,5
GD672003,2019-01,5
GD672003,2019-02,4
GD672003,2019-03,2
GD672303,2018-04,7
GD672303,2018-05,4
GD672303,2018-06,5
GD672303,2018-07,4
GD672303,2018-08,3
GD672303,2018-09,2
GD672303,2018-10,5
GD672303,2018-11,3
GD672303,2018-12,5
GD672303,2019-01,7
GD672303,2019-02,5
GD672303,2019-03,5
GD673835,2018-04,3
GD676928,2018-04,8
GD676928,2018-05,6
GD676928,2018-06,4
GD676928,2018-07,3
GD676928,2018-08,7
GD676928,2018-09,5
GD676928,2018-10,1
GD676928,2018-11,5
GD676928,2018-12,3
GD676928,2019-01,4
GD676928,2019-02,5
GD676928,2019-03,6
GD687485,2018-04,5
GD687485,2018-05,5
GD687485,2018-06,4
GD687485,2018-07,4
GD687485,2018-08,4
GD687485,2018-09,7
GD687485,2018-10,7
GD687485,2018-11,5
GD687485,2018-12,2
GD687485,2019-01,6
GD687485,2019-02,5
GD687485,2019-03,5
GD687670,2018-04,6
GD687670,2018-05,2
GD687670,2018-06,2
GD687670,2018-07,6
GD687670,2018-08,7
GD687670,2018-09,4
GD687670,2018-10,3
GD687670,2018-11,5
GD687670,2018-12,5
GD687670,2019-01,2
GD687670,2019-02,6
GD687670,2019-03,4
GD691243,2018-04,6
GD691243,2018-05,4
GD691243,2018-06,6
GD691243,2018-07,2
GD691243,2018-08,5
GD691243,2018-09,10
GD691243,2018-10,7
GD691243,2018-11,4
GD691243,2018-12,5
GD691243,2019-01,3
GD691243,2019-02,8
GD691243,2019-03,7
GD693914,2018-04,5
GD693914,2018-05,5
GD693914,2018-06,9
GD693914,2018-07,6
GD693914,2018-08,5
GD693914,2018-09,6
GD693914,2018-10,6
GD693914,2018-11,5
GD693914,2018-12,4
GD693914,2019-01,2
GD693914,2019-02,4
GD693914,2019-03,4
GD695696,2018-04,3
GD695696,2018-05,5
GD699747,2018-04,7
GD699747,2018-05,4
GD699747,2018-06,2
GD699747,2018-07,3
GD699747,2018-08,7
GD699747,2018-09,5
GD699747,2018-10,6
